"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          80,      -1.908126494,       0.263047514,      0.1672067628,       3.503459496,      -5.435189772,       15761.82561,     0.05478598768,      0.1809271955,                 0,                 0,                 0,      0.1414285066,     0.05478598768,      0.1809271955,                 0,        3.30243559,   0.0006145570265
          0,           0,          81,      -1.907081215,      0.2721582563,      0.1717759922,       3.504638407,      -5.433060838,       15761.82561,     0.05342862338,       0.184405809,                 0,                 0,                 0,      0.1421758843,     0.05342862338,       0.184405809,                 0,       3.451442266,   0.0006145570265
          0,           0,          82,      -1.905949273,      0.2816993477,      0.1766756693,       3.505879589,      -5.430271897,       15761.82561,     0.05206813059,      0.1878827195,                 0,                 0,                 0,      0.1428894204,     0.05206813059,      0.1878827195,                 0,       3.608401481,   0.0006145570265
          0,           0,          83,      -1.904748613,      0.2914877253,      0.1818341171,       3.507148006,      -5.427016625,       15761.82561,     0.05071222685,      0.1913263755,                 0,                 0,                 0,      0.1435529046,     0.05071222685,      0.1913263755,                 0,       3.772785921,   0.0006145570265
          0,           0,          84,      -1.903498426,      0.3013429632,      0.1871588426,       3.508409179,      -5.423298345,       15761.82561,       0.049368292,      0.1947073802,                 0,                 0,                 0,      0.1441512916,       0.049368292,      0.1947073802,                 0,       3.943976433,   0.0006145570265
          0,           0,          85,      -1.902230479,      0.3111028088,      0.1925538793,       3.509613416,      -5.419077459,       15761.82561,     0.04804282885,      0.1979920704,                 0,                 0,                 0,      0.1446677175,     0.04804282885,      0.1979920704,                 0,       4.121157623,   0.0006145570265
          0,           0,          86,      -1.900955675,      0.3206342248,      0.1979222766,       3.510747106,      -5.414501126,       15761.82561,     0.04674273774,      0.2011620711,                 0,                 0,                 0,      0.1450947704,     0.04674273774,      0.2011620711,                 0,       4.303600534,   0.0006145570265
          0,           0,          87,      -1.899687353,      0.3298108141,      0.2031844744,       3.511794961,      -5.409580499,       15761.82561,     0.04547890416,      0.2042115425,                 0,                 0,                 0,      0.1454355045,     0.04547890416,      0.2042115425,                 0,       4.490247649,   0.0006145570265
          0,           0,          88,      -1.898437928,      0.3385438196,      0.2082754592,       3.512744741,      -5.404314591,       15761.82561,     0.04426080542,      0.2071249762,                 0,                 0,                 0,      0.1456883988,     0.04426080542,      0.2071249762,                 0,       4.679647699,   0.0006145570265
          0,           0,          89,      -1.897220521,        0.34681259,       0.213148692,       3.513586705,      -5.398654143,       15761.82561,     0.04309496542,      0.2098819969,                 0,                 0,                 0,      0.1458486512,     0.04309496542,      0.2098819969,                 0,       4.870220797,   0.0006145570265
          0,           0,          90,      -1.896026898,      0.3546146393,      0.2177835161,       3.514349026,      -5.392897661,       15761.82561,     0.04198532879,      0.2124605484,                 0,                 0,                 0,      0.1459101052,     0.04198532879,      0.2124605484,                 0,        5.06035214,   0.0006145570265
          0,           0,          91,      -1.894853068,        0.36195686,      0.2221758545,       3.515053536,      -5.386872061,       15761.82561,     0.04093217179,       0.214868915,                 0,                 0,                 0,      0.1458809345,     0.04093217179,       0.214868915,                 0,       5.249389553,   0.0006145570265
