"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    ,    "rms[A_nu]"   
          0,           0,         188,      -1.974114205,      -4.528533707,       -5.08304857,      -7.358199941,      -2.759914542
          0,           0,         189,      -1.983643914,      -4.534413728,      -5.090002928,      -7.368803679,      -2.761083171
          0,           0,         190,      -1.993548455,      -4.540326635,       -5.09753824,      -7.379762804,      -2.762208447
          0,           0,         191,      -2.003843596,      -4.546278412,      -5.105623361,      -7.391085816,      -2.763284862
          0,           0,         192,      -2.014540561,      -4.552273562,      -5.114213802,      -7.402776606,      -2.764307367
          0,           0,         193,      -2.025643178,      -4.558314379,      -5.123250605,      -7.414830976,      -2.765271412
          0,           0,         194,      -2.037144513,        -4.5644002,      -5.132659117,      -7.427232417,      -2.766172987
          0,           0,         195,      -2.049022978,      -4.570526682,      -5.142347762,      -7.439947103,      -2.767008647
          0,           0,         196,      -2.061237932,      -4.576685105,      -5.152206971,      -7.452918176,      -2.767775536
          0,           0,         197,      -2.073724883,       -4.58286176,      -5.162108468,      -7.466059463,      -2.768471399
          0,           0,         198,       -2.08639049,      -4.589037442,        -5.1719052,         -7.479249,      -2.769094591
          0,           0,         199,      -2.099107768,        -4.5951871,      -5.181432253,      -7.492323032,       -2.76964407
          0,           0,         200,      -2.111712149,       -4.60127968,      -5.190509116,      -7.505071553,      -2.770119388
          0,           0,         201,      -2.123999353,      -4.607278214,      -5.198943658,      -7.517236962,      -2.770520675
          0,           0,         202,      -2.135726357,        -4.6131402,      -5.206538031,      -7.528517815,      -2.770848608
          0,           0,         203,      -2.146616935,      -4.618818297,      -5.213096538,      -7.538579781,      -2.771104385
          0,           0,         204,      -2.156373115,      -4.624261372,      -5.218435117,      -7.547075342,      -2.771289682
          0,           0,         205,      -2.164693256,      -4.629415896,      -5.222391729,      -7.553672252,      -2.771406614
          0,           0,         206,      -2.171296103,       -4.63422766,      -5.224836536,      -7.558088156,      -2.771457685
          0,           0,         207,      -2.175948268,      -4.638643742,      -5.225680529,      -7.560125877,      -2.771445742
          0,           0,         208,      -2.178490742,      -4.642614647,      -5.224881335,      -7.559701831,      -2.771373924
          0,           0,         209,      -2.178858981,      -4.646096447,      -5.222445251,      -7.556860343,      -2.771245604
          0,           0,         210,      -2.177091815,      -4.649052798,      -5.218425202,      -7.551769847,      -2.771064342
          0,           0,         211,      -2.173326814,      -4.651456638,      -5.212915015,      -7.544701893,      -2.770833828
          0,           0,         212,      -2.167783171,      -4.653291402,      -5.206040977,      -7.535998417,      -2.770557836
          0,           0,         213,      -2.160736098,      -4.654551655,      -5.197952017,      -7.526034917,      -2.770240166
          0,           0,         214,      -2.152488123,      -4.655243035,      -5.188809795,      -7.515186498,      -2.769884608
          0,           0,         215,      -2.143342255,       -4.65538153,      -5.178779805,      -7.503801238,      -2.769494886
          0,           0,         216,      -2.133580357,      -4.654992126,      -5.168024149,      -7.492182399,      -2.769074623
          0,           0,         217,      -2.123448081,       -4.65410697,      -5.156696279,      -7.480578798,      -2.768627303
          0,           0,         218,      -2.113146157,      -4.652763193,      -5.144937659,      -7.469181522,      -2.768156233
          0,           0,         219,      -2.102826946,      -4.651000589,      -5.132876076,      -7.458124913,      -2.767664516
          0,           0,         220,      -2.092594865,      -4.648859326,      -5.120625267,      -7.447490094,      -2.767155019
          0,           0,         221,      -2.082509428,      -4.646377854,      -5.108285466,      -7.437309783,      -2.766630357
          0,           0,         222,      -2.072589966,      -4.643591147,      -5.095944538,      -7.427573679,      -2.766092868
          0,           0,         223,      -2.062821394,      -4.640529358,      -5.083679434,      -7.418234137,      -2.765544602
          0,           0,         224,      -2.053160693,      -4.637216956,      -5.071557753,      -7.409212108,      -2.764987311
          0,           0,         225,       -2.04354392,      -4.633672355,      -5.059639266,      -7.400403522,      -2.764422438
